Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,TotalScreenTime,ConsumptionScore,AirTravelScore,TravelIntensity,WasteSizeScore,WasteScore,Glass,Plastic,Metal,Paper,Oven,Microwave,Grill,Airfryer,Stove
obese,female,vegetarian,twice a day,wood,private,hybrid,often,0.3493975903614458,rarely,0.31193119311931194,small,2,19,0.36,2,No,1835,21,0.7093975903614458,0.3333333333333333,0.6452645264526453,1,2,0,0,1,0,1,1,0,0,0
underweight,male,vegetarian,daily,natural gas,private,hybrid,never,0.11646586345381524,rarely,0.42954295429542955,extra large,4,20,0.9,3,Sometimes,2386,23,1.0164658634538153,0.3333333333333333,0.7628762876287629,4,16,1,0,0,0,0,0,0,0,1
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,,sometimes,0.2289156626506024,frequently,0.0030003000300030005,extra large,4,5,0.14,7,No,1965,12,0.3689156626506024,0.6666666666666666,0.6696669666966696,4,16,1,1,1,0,0,0,1,1,1
normal,male,pescatarian,daily,natural gas,public,,often,0.606425702811245,never,0.09070907090709071,medium,4,1,0.92,12,No,1738,13,1.526425702811245,0.0,0.09070907090709071,2,8,0,1,1,0,0,0,0,0,1
normal,male,vegan,more frequently,coal,public,,often,0.931726907630522,frequently,0.06030603060306031,large,7,9,0.14,0,No,2419,9,1.071726907630522,0.6666666666666666,0.7269726972697269,3,21,0,0,0,1,0,1,1,1,1
underweight,female,vegetarian,twice a day,wood,private,electric,sometimes,0.4899598393574297,very frequently,0.6993699369936994,large,7,20,0.16,19,Yes,2280,39,0.6499598393574297,1.0,1.6993699369936994,3,21,0,1,0,1,1,0,1,1,1
obese,male,omnivore,daily,wood,public,,often,0.8433734939759036,rarely,0.18981898189818983,small,2,5,0.54,10,No,2413,15,1.3833734939759035,0.3333333333333333,0.5231523152315232,1,2,0,0,0,0,1,1,1,1,0
normal,male,vegetarian,twice a day,coal,private,diesel,never,0.5060240963855421,never,0.30443044304430444,large,3,13,0.02,21,Sometimes,1786,34,0.5260240963855422,0.0,0.30443044304430444,3,9,1,0,1,1,0,0,0,0,1
normal,female,vegan,daily,electricity,walk/bicycle,,never,0.12851405622489961,never,0.0021002100210021,large,1,7,0.32,0,No,556,7,0.4485140562248996,0.0,0.0021002100210021,3,3,0,0,1,0,1,1,1,1,1
obese,male,vegan,less frequently,electricity,public,,never,0.46586345381526106,rarely,0.11951195119511951,extra large,1,9,0.76,8,Yes,1412,17,1.225863453815261,0.3333333333333333,0.45284528452845285,4,4,1,0,0,0,0,0,0,0,0
underweight,male,vegetarian,daily,coal,walk/bicycle,,often,0.823293172690763,rarely,0.004100410041004101,large,2,15,0.88,7,No,1819,22,1.703293172690763,0.3333333333333333,0.3374337433743374,3,6,0,1,1,1,0,1,0,0,1
overweight,female,vegan,twice a day,coal,walk/bicycle,,sometimes,0.21285140562248997,very frequently,0.009200920092009202,medium,5,8,0.28,24,No,2563,32,0.49285140562248997,1.0,1.0092009200920091,2,10,0,1,1,1,1,0,0,0,1
underweight,female,pescatarian,less frequently,natural gas,walk/bicycle,,sometimes,0.8795180722891566,frequently,0.005200520052005201,large,2,1,0.72,9,Yes,1563,10,1.5995180722891567,0.6666666666666666,0.6718671867186718,3,6,1,0,0,1,1,0,1,1,1
normal,female,omnivore,twice a day,coal,private,electric,sometimes,0.14859437751004015,frequently,0.8454845484548456,small,2,21,0.7000000000000001,3,Sometimes,1693,24,0.8485943775100402,0.6666666666666666,1.5121512151215122,1,2,0,1,0,1,1,0,0,0,0
obese,female,pescatarian,less frequently,wood,walk/bicycle,,never,0.5421686746987951,rarely,0.0018001800180018003,large,7,1,0.66,1,Sometimes,1824,2,1.2021686746987952,0.3333333333333333,0.3351335133513351,3,21,0,0,1,0,0,1,0,0,0
underweight,female,vegan,less frequently,wood,walk/bicycle,,never,0.5622489959839357,never,0.006000600060006001,small,1,21,0.88,18,No,1001,39,1.4422489959839357,0.0,0.006000600060006001,1,1,0,1,0,1,0,0,0,0,1
normal,female,vegan,more frequently,natural gas,private,hybrid,never,0.4257028112449799,frequently,0.36523652365236525,small,4,20,0.6,13,Sometimes,2001,33,1.02570281124498,0.6666666666666666,1.0319031903190319,1,4,0,1,1,1,0,1,1,1,1
normal,female,omnivore,more frequently,natural gas,private,electric,never,0.7068273092369478,very frequently,0.7638763876387639,small,2,21,0.66,12,No,2368,33,1.3668273092369478,1.0,1.763876387638764,1,2,0,0,1,1,0,1,1,1,0
obese,male,omnivore,daily,electricity,public,,often,0.03614457831325302,rarely,0.07150715071507151,medium,7,18,0.12,3,Sometimes,1430,21,0.156144578313253,0.3333333333333333,0.40484048404840484,2,14,0,1,1,0,0,0,1,1,1
obese,male,vegetarian,less frequently,coal,walk/bicycle,,often,0.3694779116465864,very frequently,0.004000400040004,small,2,23,0.58,1,No,3236,24,0.9494779116465863,1.0,1.004000400040004,1,2,1,0,0,1,1,1,0,0,0
normal,female,vegan,more frequently,electricity,public,,never,0.4819277108433735,rarely,0.05340534053405341,extra large,2,10,0.14,0,Sometimes,587,10,0.6219277108433735,0.3333333333333333,0.3867386738673867,4,8,0,0,1,1,0,0,0,0,0
underweight,female,vegetarian,twice a day,wood,walk/bicycle,,often,0.3493975903614458,frequently,0.00020002000200020003,large,3,2,0.74,10,No,1873,12,1.089397590361446,0.6666666666666666,0.6668666866686668,3,9,1,1,1,0,1,0,1,1,1
underweight,male,pescatarian,twice a day,electricity,walk/bicycle,,often,0.7590361445783133,very frequently,0.0008000800080008001,large,3,1,0.06,16,No,2314,17,0.8190361445783132,1.0,1.0008000800080008,3,9,1,0,0,0,1,1,0,0,1
obese,male,vegetarian,daily,coal,private,hybrid,never,0.8313253012048193,never,0.7455745574557456,medium,4,0,0.54,21,Yes,3100,21,1.3713253012048194,0.0,0.7455745574557456,2,8,1,0,1,1,1,1,0,0,1
normal,male,pescatarian,less frequently,electricity,walk/bicycle,,often,0.714859437751004,never,0.001000100010001,extra large,4,10,0.52,12,Yes,1602,22,1.234859437751004,0.0,0.001000100010001,4,16,1,0,0,0,1,0,0,0,0
overweight,male,vegetarian,twice a day,electricity,walk/bicycle,,often,0.8393574297188754,frequently,0.0030003000300030005,medium,6,9,0.26,12,No,2216,21,1.0993574297188755,0.6666666666666666,0.6696669666966696,2,12,0,0,1,0,1,0,1,1,0
obese,male,vegetarian,less frequently,natural gas,private,lpg,often,0.2289156626506024,very frequently,0.009000900090009001,small,1,18,0.12,15,Yes,2640,33,0.34891566265060237,1.0,1.009000900090009,1,1,1,1,0,0,0,1,0,0,1
normal,female,vegan,twice a day,coal,public,,never,0.13253012048192772,frequently,0.011801180118011801,medium,6,4,0.64,19,Sometimes,1899,23,0.7725301204819277,0.6666666666666666,0.6784678467846784,2,12,0,1,0,1,0,0,1,1,0
overweight,male,vegan,daily,wood,walk/bicycle,,often,0.17670682730923695,rarely,0.00020002000200020003,medium,7,11,0.06,2,Yes,1418,13,0.23670682730923695,0.3333333333333333,0.3335333533353335,2,14,0,1,1,0,1,0,0,0,1
obese,male,pescatarian,twice a day,wood,walk/bicycle,,often,0.8915662650602408,frequently,0.001000100010001,large,2,14,0.26,7,Sometimes,2355,21,1.1515662650602407,0.6666666666666666,0.6676667666766676,3,6,1,1,0,0,1,1,0,0,0
obese,male,pescatarian,less frequently,coal,public,,never,0.14859437751004015,frequently,0.08410841084108411,extra large,2,11,0.42,16,No,2619,27,0.5685943775100402,0.6666666666666666,0.7507750775077507,4,8,0,0,0,1,1,1,0,0,1
normal,female,omnivore,more frequently,coal,walk/bicycle,,never,0.3694779116465864,rarely,0.004100410041004101,large,4,10,0.3,13,Sometimes,1651,23,0.6694779116465863,0.3333333333333333,0.3374337433743374,3,12,0,0,0,0,1,0,1,1,0
overweight,male,pescatarian,twice a day,natural gas,public,,often,0.33333333333333337,never,0.1263126312631263,small,3,7,0.8,16,Sometimes,1935,23,1.1333333333333333,0.0,0.1263126312631263,1,3,0,0,0,0,1,0,0,0,1
normal,female,omnivore,twice a day,wood,public,,sometimes,0.34538152610441764,never,0.19961996199619964,extra large,6,18,0.62,15,No,1716,33,0.9653815261044176,0.0,0.19961996199619964,4,24,0,0,1,1,0,1,0,0,1
underweight,female,omnivore,daily,wood,private,lpg,often,0.21285140562248997,rarely,0.9012901290129013,large,2,24,0.1,0,No,2960,24,0.31285140562249,0.3333333333333333,1.2346234623462347,3,6,1,0,0,0,0,1,0,0,0
overweight,male,pescatarian,less frequently,wood,public,,sometimes,0.8032128514056224,rarely,0.13151315131513153,medium,5,0,0.98,16,Yes,2002,16,1.7832128514056222,0.3333333333333333,0.46484648464846484,2,10,1,0,1,1,0,1,1,1,1
underweight,female,pescatarian,more frequently,coal,public,,often,0.38955823293172687,never,0.06970697069706971,extra large,3,13,0.6,21,No,1455,34,0.9895582329317268,0.0,0.06970697069706971,4,12,0,0,1,1,0,0,0,0,1
obese,male,vegetarian,daily,electricity,private,diesel,sometimes,0.5823293172690763,very frequently,0.8371837183718372,small,1,0,0.36,21,Sometimes,5321,21,0.9423293172690763,1.0,1.8371837183718371,1,1,0,0,1,0,1,1,1,1,1
normal,male,vegetarian,less frequently,electricity,walk/bicycle,,often,0.7791164658634537,very frequently,0.0025002500250025004,large,4,0,0.48,3,Sometimes,2377,3,1.2591164658634537,1.0,1.0025002500250024,3,12,0,0,1,1,1,1,1,1,0
obese,male,vegan,less frequently,electricity,public,,never,0.03614457831325302,very frequently,0.030703070307030705,medium,4,17,0.84,12,Yes,3093,29,0.876144578313253,1.0,1.0307030703070308,2,8,0,0,0,0,0,1,1,1,1
normal,male,omnivore,less frequently,electricity,public,,often,0.42971887550200805,very frequently,0.024502450245024503,small,4,16,0.28,1,Yes,1987,17,0.7097188755020081,1.0,1.0245024502450244,1,4,1,0,1,1,1,0,1,1,1
normal,male,omnivore,daily,natural gas,public,,often,0.3975903614457831,frequently,0.16941694169416943,small,3,5,0.98,19,Sometimes,2231,24,1.3775903614457832,0.6666666666666666,0.8360836083608361,1,3,0,0,1,1,0,1,0,0,1
normal,female,pescatarian,twice a day,natural gas,walk/bicycle,,often,0.8192771084337348,never,0.002000200020002,extra large,1,1,0.96,23,Yes,1450,24,1.7792771084337349,0.0,0.002000200020002,4,4,0,0,1,1,1,0,0,0,1
underweight,female,pescatarian,twice a day,coal,private,petrol,often,0.16867469879518074,never,0.10221022102210221,large,1,15,0.5,13,Sometimes,1387,28,0.6686746987951807,0.0,0.10221022102210221,3,3,1,0,1,1,1,0,1,1,1
underweight,female,omnivore,twice a day,electricity,walk/bicycle,,never,0.4738955823293173,very frequently,0.0023002300230023005,extra large,5,23,0.08,19,Yes,2276,42,0.5538955823293172,1.0,1.0023002300230024,4,20,0,0,0,0,1,1,1,1,0
obese,female,vegetarian,less frequently,natural gas,private,lpg,sometimes,0.29718875502008035,frequently,0.0786078607860786,medium,6,24,0.66,14,Yes,2320,38,0.9571887550200804,0.6666666666666666,0.7452745274527453,2,12,1,0,1,0,0,0,0,0,0
underweight,female,vegan,less frequently,coal,public,,sometimes,0.6746987951807228,frequently,0.10401040104010402,large,5,9,0.54,7,Yes,1996,16,1.2146987951807229,0.6666666666666666,0.7706770677067707,3,15,1,0,0,1,0,1,1,1,1
obese,male,vegetarian,twice a day,wood,private,electric,never,0.5301204819277109,rarely,0.18281828182818283,extra large,2,23,0.42,3,Yes,1647,26,0.9501204819277109,0.3333333333333333,0.5161516151615162,4,8,0,0,0,1,1,1,1,1,1
underweight,male,pescatarian,daily,wood,walk/bicycle,,often,0.48594377510040165,very frequently,0.006900690069006901,medium,1,10,0.12,3,No,1913,13,0.6059437751004016,1.0,1.006900690069007,2,2,1,0,1,1,0,0,0,0,0
obese,female,pescatarian,more frequently,wood,walk/bicycle,,often,0.321285140562249,never,0.0023002300230023005,extra large,2,16,0.96,13,No,1976,29,1.281285140562249,0.0,0.0023002300230023005,4,8,1,0,0,0,0,1,1,1,1
overweight,female,omnivore,twice a day,natural gas,public,,sometimes,0.4136546184738956,very frequently,0.04810481048104811,extra large,1,5,0.26,13,Sometimes,2411,18,0.6736546184738956,1.0,1.0481048104810482,4,4,0,1,0,0,0,0,1,1,1
overweight,male,vegetarian,less frequently,electricity,private,diesel,never,0.9277108433734939,frequently,0.8167816781678168,small,4,4,0.36,9,No,3754,13,1.2877108433734938,0.6666666666666666,1.4834483448344833,1,4,0,1,1,0,1,1,1,1,1
underweight,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,0.5060240963855421,very frequently,0.005900590059005901,small,3,14,0.7000000000000001,9,Sometimes,2076,23,1.2060240963855422,1.0,1.005900590059006,1,3,0,0,1,0,0,0,1,1,1
obese,female,vegan,more frequently,natural gas,public,,sometimes,0.5662650602409638,never,0.0745074507450745,small,5,1,0.66,0,Yes,962,1,1.226265060240964,0.0,0.0745074507450745,1,5,1,1,1,1,0,0,0,0,1
obese,male,omnivore,more frequently,coal,private,lpg,often,0.7028112449799196,never,0.04390439043904391,large,2,12,0.02,2,No,1592,14,0.7228112449799197,0.0,0.04390439043904391,3,6,1,0,1,1,1,0,0,0,0
obese,male,vegan,less frequently,coal,private,lpg,sometimes,0.14859437751004015,rarely,0.38803880388038803,large,3,5,0.22,7,No,3246,12,0.36859437751004015,0.3333333333333333,0.7213721372137214,3,9,0,1,0,0,0,1,0,0,0
obese,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,0.1967871485943775,never,0.0024002400240024004,extra large,6,16,0.66,18,Yes,1957,34,0.8567871485943775,0.0,0.0024002400240024004,4,24,1,0,1,0,1,0,0,0,0
underweight,male,vegan,twice a day,coal,private,lpg,sometimes,0.4819277108433735,very frequently,0.7771777177717772,extra large,1,22,0.86,21,Yes,4501,43,1.3419277108433736,1.0,1.7771777177717771,4,4,1,1,1,1,0,1,1,1,1
normal,male,vegan,twice a day,natural gas,public,,sometimes,0.9799196787148593,never,0.17661766176617663,small,2,23,0.62,10,No,1394,33,1.5999196787148593,0.0,0.17661766176617663,1,2,1,1,0,0,0,0,1,1,0
normal,male,vegetarian,daily,electricity,public,,never,0.5220883534136546,frequently,0.1569156915691569,extra large,4,21,0.78,1,Yes,2076,22,1.3020883534136547,0.6666666666666666,0.8235823582358235,4,16,0,0,0,1,0,1,1,1,0
underweight,female,vegetarian,twice a day,wood,private,petrol,sometimes,0.9076305220883533,frequently,0.683968396839684,medium,7,3,0.58,16,Sometimes,4030,19,1.4876305220883532,0.6666666666666666,1.3506350635063507,2,14,0,1,1,0,1,1,0,0,1
normal,male,omnivore,twice a day,natural gas,public,,sometimes,0.20883534136546186,never,0.04410441044104411,small,1,12,0.38,24,No,991,36,0.5888353413654619,0.0,0.04410441044104411,1,1,1,1,0,1,0,0,0,0,0
obese,male,omnivore,daily,wood,public,,often,0.08835341365461849,very frequently,0.005300530053005301,extra large,7,11,0.5,24,No,4084,35,0.5883534136546185,1.0,1.0053005300530053,4,28,1,0,1,0,1,1,0,0,0
overweight,female,pescatarian,twice a day,natural gas,public,,never,0.33333333333333337,never,0.12811281128112811,extra large,4,10,0.0,16,Sometimes,1182,26,0.33333333333333337,0.0,0.12811281128112811,4,16,1,0,1,0,0,1,1,1,0
underweight,male,vegetarian,daily,wood,walk/bicycle,,never,0.8192771084337348,never,0.005000500050005001,medium,2,16,0.8200000000000001,7,Yes,1403,23,1.6392771084337348,0.0,0.005000500050005001,2,4,0,0,0,0,0,0,1,1,0
obese,female,vegetarian,less frequently,electricity,public,,never,0.751004016064257,rarely,0.017401740174017404,large,1,18,0.98,3,Sometimes,1467,21,1.731004016064257,0.3333333333333333,0.3507350735073507,3,3,0,1,0,0,0,0,0,0,1
normal,male,vegan,less frequently,electricity,private,petrol,sometimes,0.9718875502008032,very frequently,0.24022402240224022,small,3,24,0.08,2,Yes,2655,26,1.0518875502008032,1.0,1.2402240224022403,1,3,1,1,0,1,1,0,1,1,0
overweight,male,vegetarian,twice a day,electricity,walk/bicycle,,never,0.9919678714859438,very frequently,0.005900590059005901,large,5,20,0.54,8,Sometimes,2889,28,1.5319678714859437,1.0,1.005900590059006,3,15,0,0,1,1,0,1,1,1,1
normal,male,omnivore,twice a day,coal,private,petrol,sometimes,0.5461847389558233,very frequently,0.6287628762876288,small,6,13,0.0,14,Yes,4574,27,0.5461847389558233,1.0,1.6287628762876287,1,6,1,1,0,1,1,0,0,0,1
obese,male,omnivore,daily,natural gas,walk/bicycle,,never,0.570281124497992,frequently,0.0039003900390039005,large,3,23,0.46,1,Sometimes,2364,24,1.030281124497992,0.6666666666666666,0.6705670567056705,3,9,1,1,0,0,0,0,0,0,1
overweight,female,vegan,twice a day,natural gas,public,,sometimes,0.2650602409638554,very frequently,0.11591159115911591,small,1,6,1.0,0,Sometimes,2646,6,1.2650602409638554,1.0,1.115911591159116,1,1,1,1,0,0,0,0,0,0,1
overweight,female,vegan,more frequently,electricity,private,lpg,sometimes,0.16867469879518074,never,0.36013601360136016,medium,5,0,0.78,21,Yes,1928,21,0.9486746987951807,0.0,0.36013601360136016,2,10,1,0,1,1,0,0,1,1,0
obese,male,omnivore,twice a day,wood,public,,sometimes,0.0642570281124498,never,0.17741774177417743,large,1,22,0.88,23,Sometimes,1806,45,0.9442570281124498,0.0,0.17741774177417743,3,3,1,0,1,0,1,1,1,1,0
normal,male,pescatarian,more frequently,natural gas,public,,sometimes,0.3373493975903614,frequently,0.056205620562056205,extra large,5,4,0.32,5,No,2567,9,0.6573493975903615,0.6666666666666666,0.7228722872287229,4,20,0,0,0,0,1,1,1,1,1
overweight,female,vegetarian,more frequently,wood,private,diesel,often,0.3855421686746988,frequently,0.24392439243924394,small,3,6,0.22,12,Yes,1896,18,0.6055421686746988,0.6666666666666666,0.9105910591059105,1,3,1,0,1,1,0,0,0,0,1
obese,male,vegan,less frequently,coal,walk/bicycle,,often,0.3012048192771084,never,0.008200820082008202,extra large,6,9,0.22,12,No,2066,21,0.5212048192771084,0.0,0.008200820082008202,4,24,1,1,1,1,1,1,1,1,1
overweight,male,vegan,more frequently,coal,public,,often,0.5100401606425703,never,0.0168016801680168,extra large,4,15,0.76,4,Yes,2337,19,1.2700401606425702,0.0,0.0168016801680168,4,16,0,0,0,0,1,0,1,1,0
underweight,female,vegetarian,twice a day,wood,private,petrol,sometimes,0.642570281124498,very frequently,0.016001600160016,small,6,10,0.32,8,Yes,1838,18,0.962570281124498,1.0,1.016001600160016,1,6,1,0,1,1,1,0,0,0,0
obese,male,omnivore,more frequently,wood,walk/bicycle,,never,0.6706827309236948,never,0.00030003000300030005,small,1,6,0.5,6,Yes,1280,12,1.1706827309236947,0.0,0.00030003000300030005,1,1,1,0,0,1,1,1,0,0,0
underweight,male,pescatarian,more frequently,coal,private,hybrid,sometimes,0.967871485943775,never,0.14401440144014402,medium,5,12,0.44,7,Yes,2104,19,1.407871485943775,0.0,0.14401440144014402,2,10,0,0,0,0,1,0,1,1,1
normal,female,vegan,less frequently,wood,walk/bicycle,,never,0.4337349397590361,very frequently,0.0005000500050005,extra large,2,16,0.26,8,Sometimes,1877,24,0.6937349397590361,1.0,1.0005000500050005,4,8,0,1,0,1,0,0,0,0,0
obese,male,vegan,daily,natural gas,public,,sometimes,0.16867469879518074,rarely,0.0503050305030503,small,1,6,0.88,14,No,1692,20,1.0486746987951807,0.3333333333333333,0.3836383638363836,1,1,0,1,1,1,1,0,0,0,1
overweight,female,pescatarian,less frequently,wood,public,,often,0.22088353413654618,rarely,0.12121212121212122,medium,4,4,0.12,16,Sometimes,1296,20,0.34088353413654615,0.3333333333333333,0.45454545454545453,2,8,0,1,0,1,0,1,0,0,1
normal,male,pescatarian,daily,coal,private,hybrid,never,0.2248995983935743,never,0.837983798379838,small,3,10,0.92,23,Sometimes,2872,33,1.1448995983935744,0.0,0.837983798379838,1,3,0,1,1,1,1,1,1,1,0
normal,female,vegan,more frequently,wood,public,,sometimes,0.7389558232931727,frequently,0.06540654065406541,extra large,2,3,0.08,13,Yes,1504,16,0.8189558232931726,0.6666666666666666,0.732073207320732,4,8,0,0,0,1,1,1,1,1,1
underweight,female,vegetarian,twice a day,wood,public,,sometimes,0.43775100401606426,very frequently,0.17681768176817683,small,3,9,0.26,22,No,2058,31,0.6977510040160643,1.0,1.1768176817681768,1,3,1,1,0,0,0,0,1,1,0
overweight,female,pescatarian,more frequently,coal,public,,often,0.751004016064257,very frequently,0.08340834083408341,medium,1,23,1.0,15,Sometimes,3121,38,1.751004016064257,1.0,1.0834083408340833,2,2,0,1,0,0,1,1,0,0,1
normal,male,vegan,less frequently,wood,private,hybrid,sometimes,0.9919678714859438,very frequently,0.7572757275727573,medium,3,6,0.9400000000000001,4,Yes,4121,10,1.9319678714859438,1.0,1.7572757275727573,2,6,0,1,0,0,0,1,1,1,0
underweight,female,pescatarian,daily,natural gas,public,,never,0.060240963855421686,never,0.07700770077007701,medium,4,18,0.46,6,No,952,24,0.5202409638554217,0.0,0.07700770077007701,2,8,0,0,0,1,0,0,1,1,0
normal,female,omnivore,twice a day,electricity,walk/bicycle,,sometimes,0.5220883534136546,very frequently,0.008500850085008501,small,5,6,0.4,20,Sometimes,1955,26,0.9220883534136546,1.0,1.0085008500850086,1,5,0,0,1,1,1,0,1,1,1
normal,female,pescatarian,daily,natural gas,public,,never,0.47791164658634533,never,0.10401040104010402,extra large,2,10,0.34,11,Sometimes,842,21,0.8179116465863454,0.0,0.10401040104010402,4,8,1,0,1,1,0,0,1,1,1
underweight,female,pescatarian,more frequently,natural gas,public,,often,0.3614457831325302,very frequently,0.1715171517151715,medium,1,19,0.0,10,Yes,1786,29,0.3614457831325302,1.0,1.1715171517151715,2,2,0,0,1,1,1,0,0,0,1
overweight,male,vegan,twice a day,wood,public,,often,0.7269076305220883,frequently,0.08390839083908391,extra large,6,13,0.24,5,Yes,2532,18,0.9669076305220883,0.6666666666666666,0.7505750575057506,4,24,0,1,0,1,0,1,1,1,1
overweight,male,vegan,less frequently,coal,public,,often,0.3493975903614458,never,0.18561856185618564,extra large,4,3,0.98,1,Sometimes,2612,4,1.3293975903614457,0.0,0.18561856185618564,4,16,0,0,0,0,1,1,0,0,1
normal,female,pescatarian,daily,coal,public,,never,0.7469879518072289,very frequently,0.009000900090009001,extra large,7,4,0.3,1,Sometimes,2873,5,1.046987951807229,1.0,1.009000900090009,4,28,0,1,0,0,1,0,0,0,0
overweight,male,omnivore,daily,natural gas,walk/bicycle,,never,0.5220883534136546,rarely,0.0012001200120012002,extra large,1,15,0.36,23,No,1497,38,0.8820883534136545,0.3333333333333333,0.3345334533453345,4,4,0,1,0,1,0,1,0,0,0
underweight,male,vegetarian,more frequently,electricity,public,,often,0.16064257028112447,very frequently,0.1486148614861486,large,2,0,0.3,15,Yes,1894,15,0.46064257028112443,1.0,1.1486148614861487,3,6,0,1,1,1,0,0,0,0,0
obese,male,vegan,less frequently,natural gas,private,electric,never,0.03614457831325302,rarely,0.029402940294029404,extra large,1,11,0.36,3,Yes,1077,14,0.396144578313253,0.3333333333333333,0.3627362736273627,4,4,1,1,0,1,0,1,0,0,1
normal,male,vegan,less frequently,wood,public,,sometimes,0.0,frequently,0.1563156315631563,extra large,4,3,0.86,15,No,2312,18,0.86,0.6666666666666666,0.8229822982298229,4,16,1,1,1,1,1,1,1,1,1
overweight,female,pescatarian,more frequently,electricity,public,,never,0.5301204819277109,rarely,0.034303430343034305,medium,7,11,0.74,3,Sometimes,1553,14,1.270120481927711,0.3333333333333333,0.3676367636763676,2,14,0,0,1,0,1,1,0,0,1
normal,male,vegan,twice a day,electricity,public,,often,0.42168674698795183,never,0.10551055105510551,extra large,6,11,0.68,6,Yes,1568,17,1.1016867469879519,0.0,0.10551055105510551,4,24,1,1,1,1,1,0,0,0,1
obese,male,vegetarian,daily,natural gas,walk/bicycle,,never,0.2248995983935743,very frequently,0.0084008400840084,large,2,5,0.9,7,Yes,3094,12,1.1248995983935743,1.0,1.0084008400840083,3,6,0,0,1,1,1,1,1,1,1
underweight,female,omnivore,more frequently,electricity,walk/bicycle,,never,0.45783132530120485,frequently,0.0030003000300030005,extra large,3,12,0.04,19,Yes,1280,31,0.49783132530120483,0.6666666666666666,0.6696669666966696,4,12,1,0,0,1,1,1,1,1,1
obese,male,vegetarian,twice a day,wood,private,hybrid,never,0.15261044176706826,rarely,0.019101910191019103,small,7,7,0.2,13,Sometimes,1548,20,0.35261044176706824,0.3333333333333333,0.3524352435243524,1,7,0,1,0,0,0,1,0,0,1
obese,female,omnivore,more frequently,electricity,private,diesel,never,0.646586345381526,never,0.6762676267626763,small,2,11,1.0,20,Yes,3203,31,1.6465863453815262,0.0,0.6762676267626763,1,2,0,0,1,1,1,1,1,1,1
overweight,male,pescatarian,less frequently,electricity,private,lpg,sometimes,0.8875502008032129,rarely,0.7895789578957896,large,6,15,0.86,20,Yes,4510,35,1.7475502008032129,0.3333333333333333,1.122912291229123,3,18,1,0,1,0,0,1,0,0,0
overweight,male,vegetarian,more frequently,electricity,public,,often,0.16064257028112447,never,0.11931193119311932,small,6,10,0.24,14,Sometimes,829,24,0.4006425702811245,0.0,0.11931193119311932,1,6,1,0,1,1,0,1,0,0,0
normal,male,vegetarian,twice a day,coal,walk/bicycle,,never,0.931726907630522,never,0.0005000500050005,small,5,17,0.9400000000000001,3,Sometimes,1380,20,1.871726907630522,0.0,0.0005000500050005,1,5,1,1,1,1,1,0,1,1,0
overweight,male,pescatarian,less frequently,coal,walk/bicycle,,often,0.2369477911646586,rarely,0.00030003000300030005,medium,2,0,0.04,19,Yes,1334,19,0.2769477911646586,0.3333333333333333,0.3336333633363336,2,4,1,1,1,0,1,0,1,1,0
overweight,male,vegan,less frequently,wood,private,electric,often,0.967871485943775,rarely,0.46054605460546055,extra large,7,4,0.32,21,Sometimes,2333,25,1.287871485943775,0.3333333333333333,0.7938793879387939,4,28,1,1,0,1,0,0,1,1,0
underweight,female,vegetarian,twice a day,wood,walk/bicycle,,never,0.9718875502008032,very frequently,0.008200820082008202,medium,1,9,0.18,24,Yes,1690,33,1.1518875502008032,1.0,1.0082008200820083,2,2,1,0,1,1,1,1,1,1,1
obese,female,vegan,daily,wood,private,lpg,never,0.13253012048192772,never,0.6760676067606761,extra large,3,24,0.5,5,No,3296,29,0.6325301204819277,0.0,0.6760676067606761,4,12,0,0,0,1,0,0,0,0,1
normal,female,pescatarian,less frequently,natural gas,walk/bicycle,,never,0.4698795180722891,frequently,0.009700970097009702,small,7,22,0.52,22,Yes,1698,44,0.9898795180722891,0.6666666666666666,0.6763676367636763,1,7,0,1,1,0,1,1,1,1,0
normal,male,vegetarian,more frequently,natural gas,public,,sometimes,0.6867469879518072,rarely,0.10461046104610461,small,5,13,0.96,14,Yes,1527,27,1.6467469879518073,0.3333333333333333,0.4379437943794379,1,5,1,1,1,1,0,0,0,0,0
underweight,female,pescatarian,twice a day,natural gas,walk/bicycle,,sometimes,0.8152610441767069,never,0.008500850085008501,large,3,20,0.8,2,Sometimes,1316,22,1.615261044176707,0.0,0.008500850085008501,3,9,0,1,0,1,0,1,0,0,1
underweight,male,vegetarian,less frequently,natural gas,private,petrol,sometimes,0.7911646586345381,frequently,0.43514351435143517,medium,1,15,0.42,0,Sometimes,2994,15,1.2111646586345381,0.6666666666666666,1.1018101810181018,2,2,1,1,1,0,0,1,0,0,0
underweight,male,pescatarian,daily,natural gas,private,lpg,often,0.4457831325301205,rarely,0.9111911191119112,extra large,2,21,0.48,12,Sometimes,3907,33,0.9257831325301205,0.3333333333333333,1.2445244524452446,4,8,0,0,0,1,0,1,0,0,1
